Elevator, Roll, Yaw, Throttle, Flaps
0.011765, 0.290506, 0.061146, 1.000000, 0.000000
0.017800, 0.030978, 0.007522, 1.000000, 0.000000
0.024597, -0.247670, -0.050246, 1.000000, 0.000000
0.027451, -0.376429, -0.075975, 1.000000, 0.000000
0.027451, -0.398298, -0.078709, 1.000000, 0.000000
0.027451, -0.421658, -0.081629, 1.000000, 0.000000
0.027451, -0.427451, -0.082353, 1.000000, 0.000000
0.027451, -0.427451, -0.082353, 1.000000, 0.000000
0.027451, -0.427451, -0.082353, 1.000000, 0.000000
0.027451, -0.427451, -0.082353, 1.000000, 0.000000
0.034393, -0.253911, -0.047645, 1.000000, 0.000000
0.048982, 0.110811, 0.025300, 1.000000, 0.000000
0.059845, 0.368099, 0.076553, 1.000000, 0.000000
0.063351, 0.406663, 0.083564, 1.000000, 0.000000
0.066667, 0.443677, 0.090196, 1.000000, 0.000000
0.066667, 0.454719, 0.090196, 1.000000, 0.000000
0.066667, 0.465692, 0.090196, 1.000000, 0.000000
0.066667, 0.469954, 0.093483, 1.000000, 0.000000
0.066667, 0.473556, 0.097085, 1.000000, 0.000000
0.066667, 0.474510, 0.098039, 1.000000, 0.000000
0.066667, 0.474510, 0.098039, 1.000000, 0.000000
0.066667, 0.474510, 0.098039, 1.000000, 0.000000
0.066667, 0.474510, 0.098039, 1.000000, 0.000000
0.066667, 0.474510, 0.098039, 1.000000, 0.000000
0.066667, 0.474510, 0.098039, 1.000000, 0.000000
0.066667, 0.474510, 0.098039, 1.000000, 0.000000
0.066667, 0.474510, 0.098039, 1.000000, 0.000000
0.066667, 0.474510, 0.098039, 1.000000, 0.000000
0.066667, 0.474510, 0.098039, 1.000000, 0.000000
0.066667, 0.474510, 0.098039, 1.000000, 0.000000
0.066667, 0.474510, 0.098039, 1.000000, 0.000000
0.066667, 0.474510, 0.098039, 1.000000, 0.000000
0.066667, 0.474510, 0.098039, 1.000000, 0.000000
0.066667, 0.474510, 0.098039, 1.000000, 0.000000
