Elevator, Roll, Yaw, Throttle, Flaps
0.113726, 0.027451, 0.003922, 1.000000, 0.000000
0.113726, 0.027451, 0.003922, 1.000000, 0.000000
0.113726, 0.027451, 0.003922, 1.000000, 0.000000
0.113726, 0.027451, 0.003922, 1.000000, 0.000000
0.113726, 0.027451, 0.003922, 1.000000, 0.000000
0.104427, 0.027451, 0.003922, 1.000000, 0.000000
0.077874, 0.027451, 0.003922, 1.000000, 0.000000
0.050050, 0.027451, 0.003922, 1.000000, 0.000000
0.017162, 0.027451, 0.003922, 1.000000, 0.000000
-0.016851, 0.027451, 0.003922, 1.000000, 0.000000
-0.023007, 0.027451, 0.003922, 1.000000, 0.000000
-0.026621, 0.027451, 0.003922, 1.000000, 0.000000
-0.027451, 0.027451, 0.003922, 1.000000, 0.000000
-0.027451, 0.027451, 0.003922, 1.000000, 0.000000
-0.027451, 0.027451, 0.003922, 1.000000, 0.000000
-0.027451, 0.027451, 0.003922, 1.000000, 0.000000
-0.027451, 0.027451, 0.003922, 1.000000, 0.000000
-0.027451, 0.027451, 0.003922, 1.000000, 0.000000
-0.027451, 0.027451, 0.003922, 1.000000, 0.000000
-0.027451, 0.027451, 0.003922, 1.000000, 0.000000
-0.027451, 0.027451, 0.003922, 1.000000, 0.000000
-0.028397, 0.027451, 0.003922, 1.000000, 0.000000
-0.031739, 0.027451, 0.003922, 1.000000, 0.000000
-0.034961, 0.027451, 0.003922, 1.000000, 0.000000
-0.038293, 0.027451, 0.003922, 1.000000, 0.000000
-0.042012, 0.027451, 0.003922, 1.000000, 0.000000
-0.043137, 0.027451, 0.003922, 1.000000, 0.000000
-0.043137, 0.027451, 0.003922, 1.000000, 0.000000
-0.044327, 0.027451, 0.003922, 1.000000, 0.000000
-0.047871, 0.027451, 0.003922, 1.000000, 0.000000
-0.051675, 0.027451, 0.003922, 1.000000, 0.000000
-0.055168, 0.027451, 0.003922, 1.000000, 0.000000
-0.058754, 0.027451, 0.003922, 1.000000, 0.000000
-0.065101, 0.027451, 0.003922, 1.000000, 0.000000
-0.072274, 0.027451, 0.003922, 1.000000, 0.000000
-0.082223, 0.027451, 0.003922, 1.000000, 0.000000
-0.092332, 0.027451, 0.003922, 1.000000, 0.000000
-0.103807, 0.027451, 0.003922, 1.000000, 0.000000
-0.119170, 0.027451, 0.003922, 1.000000, 0.000000
-0.135084, 0.027451, 0.003922, 1.000000, 0.000000
-0.137255, 0.027451, 0.003922, 1.000000, 0.000000
-0.137255, 0.027451, 0.003922, 1.000000, 0.000000
-0.137255, 0.027451, 0.003922, 1.000000, 0.000000
-0.137255, 0.027451, 0.003922, 1.000000, 0.000000
-0.137255, 0.027451, 0.003922, 1.000000, 0.000000
-0.137255, 0.027451, 0.003922, 1.000000, 0.000000
-0.137255, 0.027451, 0.003922, 1.000000, 0.000000
-0.137255, 0.027451, 0.003922, 1.000000, 0.000000
-0.137255, 0.027451, 0.003922, 1.000000, 0.000000
-0.137255, 0.027451, 0.003922, 1.000000, 0.000000
-0.137255, 0.027451, 0.003922, 1.000000, 0.000000
-0.137255, 0.027451, 0.003922, 1.000000, 0.000000
-0.137255, 0.027451, 0.003922, 1.000000, 0.000000
-0.137255, 0.027451, 0.003922, 1.000000, 0.000000
-0.127643, 0.024247, 0.003922, 1.000000, 0.000000
-0.116964, 0.020687, 0.003922, 1.000000, 0.000000
-0.101080, 0.019608, 0.003922, 1.000000, 0.000000
-0.084524, 0.019608, 0.003922, 1.000000, 0.000000
-0.073260, 0.019608, 0.003922, 1.000000, 0.000000
-0.069383, 0.019608, 0.003922, 1.000000, 0.000000
-0.066667, 0.019608, 0.003922, 1.000000, 0.000000
-0.066667, 0.019608, 0.003922, 1.000000, 0.000000
-0.066667, 0.019608, 0.003922, 1.000000, 0.000000
-0.066667, 0.019608, 0.003922, 1.000000, 0.000000
-0.066667, 0.019608, 0.003922, 1.000000, 0.000000
-0.066667, 0.019608, 0.003922, 1.000000, 0.000000
-0.066667, 0.019608, 0.003922, 1.000000, 0.000000
-0.066667, 0.006472, 0.001732, 1.000000, 0.000000
-0.066667, -0.016772, -0.002142, 1.000000, 0.000000
-0.072984, -0.048510, -0.008133, 1.000000, 0.000000
-0.084076, -0.085483, -0.015528, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
-0.090196, -0.105882, -0.019608, 1.000000, 0.000000
